uri,notation,label_es,label_en,label_pt
http://www.vocabularyserver.com/tbci/?tema=1056,,  colegio invisible,ns1:1056,ns1:1056
http://www.vocabularyserver.com/tbci/?tema=1055,,ns1:1055,  invisible colleges,ns1:1055
http://www.vocabularyserver.com/tbci/?tema=180,,ns1:180,ns1:180,coleta de dados
http://www.vocabularyserver.com/tbci/?tema=1059,,ns1:1059,"  data collection (UF data acquisition, data capture)",ns1:1059
http://www.vocabularyserver.com/tbci/?tema=1060,,  recopilación de datos,ns1:1060,ns1:1060
http://www.vocabularyserver.com/tbci/?tema=1075,,ns1:1075,ns1:1075,comércio eletrônico
http://www.vocabularyserver.com/tbci/?tema=1076,,ns1:1076,  electronic commerce (UF e-commerce),ns1:1076
http://www.vocabularyserver.com/tbci/?tema=1078,,ns1:1078,ns1:1078,comissões de biblioteca
http://www.vocabularyserver.com/tbci/?tema=1080,,  comités de biblioteca,ns1:1080,ns1:1080
http://www.vocabularyserver.com/tbci/?tema=1079,,ns1:1079,  library boards (UF library trustees),ns1:1079
http://www.vocabularyserver.com/tbci/?tema=1086,,ns1:1086,ns1:1086,competência em informação
http://www.vocabularyserver.com/tbci/?tema=1087,,ns1:1087,information literacy (UF information skills),ns1:1087
http://www.vocabularyserver.com/tbci/?tema=1088,,[alfabetización informativa],ns1:1088,ns1:1088
http://www.vocabularyserver.com/tbci/?tema=744,,ns1:744,ns1:744,competência no uso de computadores
http://www.vocabularyserver.com/tbci/?tema=1096,,ns1:1096, computer literacy,ns1:1096
http://www.vocabularyserver.com/tbci/?tema=1097,, educación en computación,ns1:1097,ns1:1097
http://www.vocabularyserver.com/tbci/?tema=1103,,ns1:1103,ns1:1103,competências profissionais
http://www.vocabularyserver.com/tbci/?tema=1105,, perfil profesional,ns1:1105,ns1:1105
http://www.vocabularyserver.com/tbci/?tema=1104,,ns1:1104," professional competencies (UF core competencies, professional skills)",ns1:1104
http://www.vocabularyserver.com/tbci/?tema=1107,,ns1:1107,ns1:1107,competitividade
http://www.vocabularyserver.com/tbci/?tema=1108,,ns1:1108,competition,ns1:1108
http://www.vocabularyserver.com/tbci/?tema=408,,ns1:408,ns1:408,complexidade
http://www.vocabularyserver.com/tbci/?tema=1109,,ns1:1109,complexity,ns1:1109
http://www.vocabularyserver.com/tbci/?tema=1110,,ns1:1110,ns1:1110,comportamento do usuário
http://www.vocabularyserver.com/tbci/?tema=1111,,ns1:1111,user behavior,ns1:1111
http://www.vocabularyserver.com/tbci/?tema=274,,ns1:274,ns1:274,compra
http://www.vocabularyserver.com/tbci/?tema=1116,,compra,ns1:1116,ns1:1116
http://www.vocabularyserver.com/tbci/?tema=1117,,ns1:1117,ns1:1117,compressão de dados
http://www.vocabularyserver.com/tbci/?tema=1119,,compresión de datos,ns1:1119,ns1:1119
http://www.vocabularyserver.com/tbci/?tema=1118,,ns1:1118,"compression (UF data compression, image compression)",ns1:1118
http://www.vocabularyserver.com/tbci/?tema=220,,ns1:220,ns1:220,computação gráfica
http://www.vocabularyserver.com/tbci/?tema=1143,,ns1:1143,computer graphics,ns1:1143
http://www.vocabularyserver.com/tbci/?tema=1120,,ns1:1120,ns1:1120,computadores
http://www.vocabularyserver.com/tbci/?tema=1122,,"computadores (UP computadoras, ordenadores)",ns1:1122,ns1:1122
http://www.vocabularyserver.com/tbci/?tema=1121,,ns1:1121,computers,ns1:1121
http://www.vocabularyserver.com/tbci/?tema=1123,,ns1:1123,ns1:1123,computadores de grande porte
http://www.vocabularyserver.com/tbci/?tema=1129,,"computadores principales (UP computadores grandes, mainframe)",ns1:1129,ns1:1129
http://www.vocabularyserver.com/tbci/?tema=1128,,ns1:1128,mainframe computers,ns1:1128
http://www.vocabularyserver.com/tbci/?tema=1133,,ns1:1133,ns1:1133,computadores pessoais
http://www.vocabularyserver.com/tbci/?tema=1135,,"computadores personales, computadores portátiles",ns1:1135,ns1:1135
http://www.vocabularyserver.com/tbci/?tema=1134,,ns1:1134,"personal computers (UF desktop, laptop, notebook, palmtop, PC)",ns1:1134
http://www.vocabularyserver.com/tbci/?tema=971,,ns1:971,ns1:971,comunicação (área do conhecimento)
http://www.vocabularyserver.com/tbci/?tema=1144,,comunicación,ns1:1144,ns1:1144
http://www.vocabularyserver.com/tbci/?tema=46,,ns1:46,ns1:46,comunicação científica
http://www.vocabularyserver.com/tbci/?tema=1146,,comunicación científica (UP redacción científica),ns1:1146,ns1:1146
http://www.vocabularyserver.com/tbci/?tema=1145,,ns1:1145,scholarly communication,ns1:1145
http://www.vocabularyserver.com/tbci/?tema=1148,,ns1:1148,ns1:1148,comunicação científica por meios eletrônicos
http://www.vocabularyserver.com/tbci/?tema=3120,6.,ns1:3120,ns1:3120,Comunicação e Acesso à Informação
http://www.vocabularyserver.com/tbci/?tema=147,,ns1:147,ns1:147,comunicação em reuniões técnico-científicas
http://www.vocabularyserver.com/tbci/?tema=1154,,ns1:1154,meetings (UF conferences),ns1:1154
http://www.vocabularyserver.com/tbci/?tema=1155,,ns1:1155,ns1:1155,comunicação face a face
http://www.vocabularyserver.com/tbci/?tema=1156,,ns1:1156,  face to face communication,ns1:1156
http://www.vocabularyserver.com/tbci/?tema=809,,ns1:809,ns1:809,comunicação informal
http://www.vocabularyserver.com/tbci/?tema=1158,,  comunicación informal,ns1:1158,ns1:1158
http://www.vocabularyserver.com/tbci/?tema=1157,,ns1:1157,  informal communication,ns1:1157
http://www.vocabularyserver.com/tbci/?tema=246,,ns1:246,ns1:246,comunicação mediada por computador
http://www.vocabularyserver.com/tbci/?tema=1159,,ns1:1159,  computer mediated communications (UF electronic communications),ns1:1159
http://www.vocabularyserver.com/tbci/?tema=134,,ns1:134,ns1:134,comunicação nas organizações
http://www.vocabularyserver.com/tbci/?tema=1165,,ns1:1165,  organizational communication,ns1:1165
http://www.vocabularyserver.com/tbci/?tema=1149,,ns1:1149,ns1:1149,comunicação oral
http://www.vocabularyserver.com/tbci/?tema=1169,,  comunicación oral,ns1:1169,ns1:1169
http://www.vocabularyserver.com/tbci/?tema=1168,,ns1:1168,  spoken communication (UF oral communications),ns1:1168
http://www.vocabularyserver.com/tbci/?tema=1171,,ns1:1171,ns1:1171,comunicação via satélite
http://www.vocabularyserver.com/tbci/?tema=1173,,communicación por satélites,ns1:1173,ns1:1173
http://www.vocabularyserver.com/tbci/?tema=1172,,ns1:1172,satellite communications,ns1:1172
http://www.vocabularyserver.com/tbci/?tema=980,,ns1:980,ns1:980,comunidades científicas
http://www.vocabularyserver.com/tbci/?tema=1175,,ns1:1175,academic communities,ns1:1175
http://www.vocabularyserver.com/tbci/?tema=1150,,ns1:1150,ns1:1150,comunidades de prática
http://www.vocabularyserver.com/tbci/?tema=1179,,ns1:1179, communities of practice,ns1:1179
http://www.vocabularyserver.com/tbci/?tema=1182,,ns1:1182,ns1:1182,comutação bibliográfica
http://www.vocabularyserver.com/tbci/?tema=1183,,"conmutación bibliográfica, servicios de conmutación bibliográfica",ns1:1183,ns1:1183
http://www.vocabularyserver.com/tbci/?tema=1187,,ns1:1187,ns1:1187,conceitos
http://www.vocabularyserver.com/tbci/?tema=1188,,ns1:1188,concepts,ns1:1188
http://www.vocabularyserver.com/tbci/?tema=1190,,ns1:1190,ns1:1190,conceitos de informação
http://www.vocabularyserver.com/tbci/?tema=1194,,ns1:1194,ns1:1194,conferências na web
http://www.vocabularyserver.com/tbci/?tema=1195,,ns1:1195,web conferencing,ns1:1195
http://www.vocabularyserver.com/tbci/?tema=1162,,ns1:1162,ns1:1162,conferências por computador
http://www.vocabularyserver.com/tbci/?tema=1197,,ns1:1197,computer conferencing (UF electronic meeting systems),ns1:1197
http://www.vocabularyserver.com/tbci/?tema=1126,,ns1:1126,ns1:1126,confiabilidade (computador)
http://www.vocabularyserver.com/tbci/?tema=421,,ns1:421,ns1:421,confiabilidade (programas de computador)
http://www.vocabularyserver.com/tbci/?tema=1199,,ns1:1199,ns1:1199,conhecimento nas organizações
http://www.vocabularyserver.com/tbci/?tema=1180,,ns1:1180,ns1:1180,conhecimento tácito
http://www.vocabularyserver.com/tbci/?tema=1202,,ns1:1202,implied knowledge,ns1:1202
http://www.vocabularyserver.com/tbci/?tema=1203,,ns1:1203,ns1:1203,conselhos editoriais
http://www.vocabularyserver.com/tbci/?tema=1204,,  comités editoriales,ns1:1204,ns1:1204
http://www.vocabularyserver.com/tbci/?tema=394,,ns1:394,ns1:394,conselhos profissionais
http://www.vocabularyserver.com/tbci/?tema=1207,,colegios profesionales,ns1:1207,ns1:1207
http://www.vocabularyserver.com/tbci/?tema=298,,ns1:298,ns1:298,conservação de documentos
http://www.vocabularyserver.com/tbci/?tema=1208,,ns1:1208, materials conservation,ns1:1208
http://www.vocabularyserver.com/tbci/?tema=1209,, protección de documentos,ns1:1209,ns1:1209
http://www.vocabularyserver.com/tbci/?tema=495,,ns1:495,ns1:495,consistência na indexação
http://www.vocabularyserver.com/tbci/?tema=1216,,  consistencia en la indización,ns1:1216,ns1:1216
http://www.vocabularyserver.com/tbci/?tema=1215,,ns1:1215,  indexer consistency,ns1:1215
http://www.vocabularyserver.com/tbci/?tema=1219,,ns1:1219,ns1:1219,construtivismo
http://www.vocabularyserver.com/tbci/?tema=1226,,ns1:1226,ns1:1226,consultores
http://www.vocabularyserver.com/tbci/?tema=1227,,ns1:1227,consultants (UF consulting services),ns1:1227
http://www.vocabularyserver.com/tbci/?tema=1231,,ns1:1231,ns1:1231,consultores de informação
http://www.vocabularyserver.com/tbci/?tema=1233,,agentes de información,ns1:1233,ns1:1233
http://www.vocabularyserver.com/tbci/?tema=1232,,ns1:1232,information brokers,ns1:1232
http://www.vocabularyserver.com/tbci/?tema=449,,ns1:449,ns1:449,contabilidade
http://www.vocabularyserver.com/tbci/?tema=1238,,ns1:1238,accounting,ns1:1238
http://www.vocabularyserver.com/tbci/?tema=1239,,contabilidad,ns1:1239,ns1:1239
http://www.vocabularyserver.com/tbci/?tema=122,,ns1:122,ns1:122,conteúdos da informação
http://www.vocabularyserver.com/tbci/?tema=1241,,ns1:1241,information content (UF content),ns1:1241
http://www.vocabularyserver.com/tbci/?tema=542,,ns1:542,ns1:542,controle bibliográfico
http://www.vocabularyserver.com/tbci/?tema=1253,,ns1:1253,  bibliographic control,ns1:1253
http://www.vocabularyserver.com/tbci/?tema=1254,,  control bibliográfico,ns1:1254,ns1:1254
http://www.vocabularyserver.com/tbci/?tema=795,,ns1:795,ns1:795,controle de vocabulário
http://www.vocabularyserver.com/tbci/?tema=1257,,"  control del vocabulario (UP ambig³edad, polisemia)",ns1:1257,ns1:1257
http://www.vocabularyserver.com/tbci/?tema=1256,,ns1:1256,  vocabulary control,ns1:1256
http://www.vocabularyserver.com/tbci/?tema=1263,,ns1:1263,ns1:1263,conversão de dados
http://www.vocabularyserver.com/tbci/?tema=1265,,  conversión de datos,ns1:1265,ns1:1265
http://www.vocabularyserver.com/tbci/?tema=1264,,ns1:1264,"  data conversion (UF database conversion, document conversion)",ns1:1264
http://www.vocabularyserver.com/tbci/?tema=1267,,ns1:1267,ns1:1267,conversão de digital para analógico
http://www.vocabularyserver.com/tbci/?tema=1268,,ns1:1268,  digital to analog conversion,ns1:1268
http://www.vocabularyserver.com/tbci/?tema=1266,,ns1:1266,ns1:1266,conversão retrospectiva
http://www.vocabularyserver.com/tbci/?tema=1269,,ns1:1269,retrospective conversion,ns1:1269
http://www.vocabularyserver.com/tbci/?tema=479,,ns1:479,ns1:479,cooperação
http://www.vocabularyserver.com/tbci/?tema=1271,,ns1:1271,"collaboration (UF collaborative work, cooperative work, group work)",ns1:1271
http://www.vocabularyserver.com/tbci/?tema=1272,,cooperación,ns1:1272,ns1:1272
http://www.vocabularyserver.com/tbci/?tema=845,,ns1:845,ns1:845,cooperação entre bibliotecas
http://www.vocabularyserver.com/tbci/?tema=1276,, cooperación bibliotecária (UP cooperación interbibliotecaria),ns1:1276,ns1:1276
http://www.vocabularyserver.com/tbci/?tema=1275,,ns1:1275, resource sharing (UF shared library resources),ns1:1275
http://www.vocabularyserver.com/tbci/?tema=1281,,ns1:1281,ns1:1281,correio de voz
http://www.vocabularyserver.com/tbci/?tema=1282,,ns1:1282,voice mail,ns1:1282
http://www.vocabularyserver.com/tbci/?tema=1283,,ns1:1283,ns1:1283,correio eletrônico
http://www.vocabularyserver.com/tbci/?tema=1285,,correo electrónico,ns1:1285,ns1:1285
http://www.vocabularyserver.com/tbci/?tema=1284,,ns1:1284,"e-mail (UF electronic mail, email)",ns1:1284
http://www.vocabularyserver.com/tbci/?tema=1287,,ns1:1287,ns1:1287,correio não solicitado
http://www.vocabularyserver.com/tbci/?tema=1288,,ns1:1288,unsolicited e-mail (UF spam),ns1:1288
http://www.vocabularyserver.com/tbci/?tema=409,,ns1:409,ns1:409,credibilidade
http://www.vocabularyserver.com/tbci/?tema=1291,,ns1:1291,credibility,ns1:1291
http://www.vocabularyserver.com/tbci/?tema=914,,ns1:914,ns1:914,crime
http://www.vocabularyserver.com/tbci/?tema=1294,,ns1:1294,"crime (UF theft, vandalism)",ns1:1294
http://www.vocabularyserver.com/tbci/?tema=247,,ns1:247,ns1:247,criptografia de dados
http://www.vocabularyserver.com/tbci/?tema=1299,,ns1:1299, cryptography,ns1:1299
http://www.vocabularyserver.com/tbci/?tema=133,,ns1:133,ns1:133,cultura organizacional
http://www.vocabularyserver.com/tbci/?tema=1306,, cultura organizacional,ns1:1306,ns1:1306
http://www.vocabularyserver.com/tbci/?tema=1305,,ns1:1305, organizational culture,ns1:1305
http://www.vocabularyserver.com/tbci/?tema=1307,,ns1:1307,ns1:1307,curadoria digital
http://www.vocabularyserver.com/tbci/?tema=176,,ns1:176,ns1:176,custos
http://www.vocabularyserver.com/tbci/?tema=1315,,costos,ns1:1315,ns1:1315
http://www.vocabularyserver.com/tbci/?tema=1314,,ns1:1314,costs,ns1:1314
http://www.vocabularyserver.com/tbci/?tema=531,,ns1:531,ns1:531,dados
http://www.vocabularyserver.com/tbci/?tema=1316,,ns1:1316,data (UF data compression),ns1:1316
http://www.vocabularyserver.com/tbci/?tema=1317,,datos,ns1:1317,ns1:1317
http://www.vocabularyserver.com/tbci/?tema=1318,,ns1:1318,ns1:1318,dados acústicos
http://www.vocabularyserver.com/tbci/?tema=1323,,ns1:1323,"acoustic data (UF acoustics, auditory information, sound)",ns1:1323
http://www.vocabularyserver.com/tbci/?tema=1319,,ns1:1319,ns1:1319,dados analógicos
http://www.vocabularyserver.com/tbci/?tema=1325,,ns1:1325,analog data,ns1:1325
http://www.vocabularyserver.com/tbci/?tema=1320,,ns1:1320,ns1:1320,dados científicos
http://www.vocabularyserver.com/tbci/?tema=565,,ns1:565,ns1:565,dados numéricos
http://www.vocabularyserver.com/tbci/?tema=1332,,datos numéricos,ns1:1332,ns1:1332
http://www.vocabularyserver.com/tbci/?tema=1331,,ns1:1331,numeric data (UF statistical data),ns1:1331
http://www.vocabularyserver.com/tbci/?tema=1242,,ns1:1242,ns1:1242,dados pessoais
http://www.vocabularyserver.com/tbci/?tema=1334,,ns1:1334,  personal information,ns1:1334
http://www.vocabularyserver.com/tbci/?tema=972,,ns1:972,ns1:972,demografia
http://www.vocabularyserver.com/tbci/?tema=694,,ns1:694,ns1:694,depósito legal
http://www.vocabularyserver.com/tbci/?tema=1339,,  depósito legal,ns1:1339,ns1:1339
http://www.vocabularyserver.com/tbci/?tema=1338,,ns1:1338,  legal deposit (UF compulsory deposit),ns1:1338
http://www.vocabularyserver.com/tbci/?tema=1211,,ns1:1211,ns1:1211,desacidificação
http://www.vocabularyserver.com/tbci/?tema=1340,,ns1:1340,  deacidification,ns1:1340
http://www.vocabularyserver.com/tbci/?tema=139,,ns1:139,ns1:139,desambiguização
http://www.vocabularyserver.com/tbci/?tema=1341,,ns1:1341,  disambiguation,ns1:1341
http://www.vocabularyserver.com/tbci/?tema=1344,,ns1:1344,ns1:1344,descarte
http://www.vocabularyserver.com/tbci/?tema=1346,,"  descarte, destrucción de documentos",ns1:1346,ns1:1346
http://www.vocabularyserver.com/tbci/?tema=1345,,ns1:1345,"  deselection (UF collection reduction, weeding)",ns1:1345
http://www.vocabularyserver.com/tbci/?tema=833,,ns1:833,ns1:833,descrição bibliográfica
http://www.vocabularyserver.com/tbci/?tema=1355,,"  descripción bibliográfica, catalogación descriptiva",ns1:1355,ns1:1355
http://www.vocabularyserver.com/tbci/?tema=1354,,ns1:1354,  descriptive cataloging (UF bibliographic description),ns1:1354
http://www.vocabularyserver.com/tbci/?tema=1357,,ns1:1357,ns1:1357,Descrição Bibliográfica Internacional Normalizada
http://www.vocabularyserver.com/tbci/?tema=1358,,ns1:1358,  International Standard Bibliographic Description (UF ISBD),ns1:1358
http://www.vocabularyserver.com/tbci/?tema=1359,,  ISBD (UP Descripción Bibliográfica Internacional Normalizada),ns1:1359,ns1:1359
http://www.vocabularyserver.com/tbci/?tema=1052,,ns1:1052,ns1:1052,Descrição e Acesso de Recursos
http://www.vocabularyserver.com/tbci/?tema=796,,ns1:796,ns1:796,descritores
http://www.vocabularyserver.com/tbci/?tema=1350,,  descriptores,ns1:1350,ns1:1350
http://www.vocabularyserver.com/tbci/?tema=1349,,ns1:1349,  descriptors,ns1:1349
http://www.vocabularyserver.com/tbci/?tema=973,,ns1:973,ns1:973,desenho industrial
http://www.vocabularyserver.com/tbci/?tema=1366,,ns1:1366,ns1:1366,desenhos técnicos
http://www.vocabularyserver.com/tbci/?tema=1367,,ns1:1367,engineering drawings,ns1:1367
http://www.vocabularyserver.com/tbci/?tema=1368,,planos,ns1:1368,ns1:1368
http://www.vocabularyserver.com/tbci/?tema=273,,ns1:273,ns1:273,desenvolvimento de coleções
http://www.vocabularyserver.com/tbci/?tema=1372,,ns1:1372,"collection development, collection management",ns1:1372
http://www.vocabularyserver.com/tbci/?tema=1373,,desarrollo de colecciones (UP formación de colecciones),ns1:1373,ns1:1373
http://www.vocabularyserver.com/tbci/?tema=1212,,ns1:1212,ns1:1212,desinfestação e desinfecção
http://www.vocabularyserver.com/tbci/?tema=1379,,desinfección y fumigación,ns1:1379,ns1:1379
http://www.vocabularyserver.com/tbci/?tema=1243,,ns1:1243,ns1:1243,desinformação
http://www.vocabularyserver.com/tbci/?tema=1380,,ns1:1380,false information (UF misinformation),ns1:1380
http://www.vocabularyserver.com/tbci/?tema=1382,,ns1:1382,ns1:1382,diafilmes
http://www.vocabularyserver.com/tbci/?tema=1384,,"filminas (UP cintas fijas, películas fijas)",ns1:1384,ns1:1384
http://www.vocabularyserver.com/tbci/?tema=1383,,ns1:1383,filmstrips,ns1:1383
http://www.vocabularyserver.com/tbci/?tema=1387,,ns1:1387,ns1:1387,diapositivos
http://www.vocabularyserver.com/tbci/?tema=1389,,diapositivas,ns1:1389,ns1:1389
http://www.vocabularyserver.com/tbci/?tema=1388,,ns1:1388,photographic slides,ns1:1388
http://www.vocabularyserver.com/tbci/?tema=1393,,ns1:1393,ns1:1393,dicionários
http://www.vocabularyserver.com/tbci/?tema=1395,,diccionarios,ns1:1395,ns1:1395
http://www.vocabularyserver.com/tbci/?tema=1394,,ns1:1394,dictionaries (UF glossaries),ns1:1394
http://www.vocabularyserver.com/tbci/?tema=1399,,ns1:1399,ns1:1399,difusão de inovação
http://www.vocabularyserver.com/tbci/?tema=1400,,ns1:1400,diffusion of innovation,ns1:1400
http://www.vocabularyserver.com/tbci/?tema=1270,,ns1:1270,ns1:1270,digitalização
http://www.vocabularyserver.com/tbci/?tema=1406,,digitalización de la información (UP digitalización de imágenes),ns1:1406,ns1:1406
http://www.vocabularyserver.com/tbci/?tema=1405,,ns1:1405,digitization (UF analog to digital conversion),ns1:1405
http://www.vocabularyserver.com/tbci/?tema=684,,ns1:684,ns1:684,direito
http://www.vocabularyserver.com/tbci/?tema=1410,,ns1:1410,"law (UF criminal justice, legislation, regulations)",ns1:1410
http://www.vocabularyserver.com/tbci/?tema=33,,ns1:33,ns1:33,direito à informação
http://www.vocabularyserver.com/tbci/?tema=1411,,ns1:1411,freedom of information,ns1:1411
http://www.vocabularyserver.com/tbci/?tema=3123,,ns1:3123,ns1:3123,Direito à informação e propriedade intelectual
http://www.vocabularyserver.com/tbci/?tema=1301,,ns1:1301,ns1:1301,direito à privacidade
http://www.vocabularyserver.com/tbci/?tema=1414,,ns1:1414,privacy (UF confidentiality),ns1:1414
http://www.vocabularyserver.com/tbci/?tema=470,,ns1:470,ns1:470,direito autoral
http://www.vocabularyserver.com/tbci/?tema=1416,,ns1:1416,copyright,ns1:1416
http://www.vocabularyserver.com/tbci/?tema=1417,,derecho de autor (UP copyright),ns1:1417,ns1:1417
http://www.vocabularyserver.com/tbci/?tema=1413,,ns1:1413,ns1:1413,direitos civis
http://www.vocabularyserver.com/tbci/?tema=1426,,ns1:1426,civil rights,ns1:1426
http://www.vocabularyserver.com/tbci/?tema=1427,,ns1:1427,ns1:1427,direitos humanos
http://www.vocabularyserver.com/tbci/?tema=1428,,ns1:1428,human rights,ns1:1428
http://www.vocabularyserver.com/tbci/?tema=1419,,ns1:1419,ns1:1419,direitos morais
http://www.vocabularyserver.com/tbci/?tema=1420,,ns1:1420,ns1:1420,direitos patrimoniais
http://www.vocabularyserver.com/tbci/?tema=1430,,ns1:1430,ns1:1430,disciplinaridade
http://www.vocabularyserver.com/tbci/?tema=571,,ns1:571,ns1:571,discos compactos
http://www.vocabularyserver.com/tbci/?tema=1433,,ns1:1433,compact disks (UF CD),ns1:1433
http://www.vocabularyserver.com/tbci/?tema=1434,,discos compactos,ns1:1434,ns1:1434
http://www.vocabularyserver.com/tbci/?tema=1441,,ns1:1441,ns1:1441,discos magnéticos
http://www.vocabularyserver.com/tbci/?tema=1443,,  discos magnéticos,ns1:1443,ns1:1443
http://www.vocabularyserver.com/tbci/?tema=1442,,ns1:1442,  magnetic disks (UF disks),ns1:1442
http://www.vocabularyserver.com/tbci/?tema=1435,,ns1:1435,ns1:1435,discos óticos
http://www.vocabularyserver.com/tbci/?tema=1447,,  discos ópticos,ns1:1447,ns1:1447
http://www.vocabularyserver.com/tbci/?tema=1446,,ns1:1446,"  optical disks (UF disks, laser disks)",ns1:1446
http://www.vocabularyserver.com/tbci/?tema=1444,,ns1:1444,ns1:1444,discos rígidos
http://www.vocabularyserver.com/tbci/?tema=1452,,ns1:1452,  hard disks,ns1:1452
http://www.vocabularyserver.com/tbci/?tema=1449,,ns1:1449,ns1:1449,discos WORM
http://www.vocabularyserver.com/tbci/?tema=1453,,ns1:1453,   WORM disks (UF write once read many),ns1:1453
http://www.vocabularyserver.com/tbci/?tema=582,,ns1:582,ns1:582,dispersão da literatura
http://www.vocabularyserver.com/tbci/?tema=1454,,ns1:1454,  bibliometric scatter,ns1:1454
http://www.vocabularyserver.com/tbci/?tema=1455,,  dispersión de la información,ns1:1455,ns1:1455
http://www.vocabularyserver.com/tbci/?tema=1445,,ns1:1445,ns1:1445,disquetes
http://www.vocabularyserver.com/tbci/?tema=1459,,disquetes (UP diskettes),ns1:1459,ns1:1459
http://www.vocabularyserver.com/tbci/?tema=1458,,ns1:1458,floppy disks (UF flexible disks),ns1:1458
http://www.vocabularyserver.com/tbci/?tema=34,,ns1:34,ns1:34,disseminação da informação
http://www.vocabularyserver.com/tbci/?tema=1461,,diseminación de la información,ns1:1461,ns1:1461
http://www.vocabularyserver.com/tbci/?tema=1460,,ns1:1460,information dissemination (UF information distribution),ns1:1460
http://www.vocabularyserver.com/tbci/?tema=1462,,ns1:1462,ns1:1462,disseminação seletiva da informação
http://www.vocabularyserver.com/tbci/?tema=1466,,disseminación selectiva da información,ns1:1466,ns1:1466
http://www.vocabularyserver.com/tbci/?tema=1465,,ns1:1465,SDI services,ns1:1465
http://www.vocabularyserver.com/tbci/?tema=1472,,ns1:1472,ns1:1472,dissertações e teses
http://www.vocabularyserver.com/tbci/?tema=1473,,ns1:1473,dissertations (UF theses),ns1:1473
http://www.vocabularyserver.com/tbci/?tema=1474,,tesis,ns1:1474,ns1:1474
http://www.vocabularyserver.com/tbci/?tema=1476,,ns1:1476,ns1:1476,distribuição de dados
http://www.vocabularyserver.com/tbci/?tema=1477,,ns1:1477,data distribution,ns1:1477
http://www.vocabularyserver.com/tbci/?tema=1151,,ns1:1151,ns1:1151,divulgação científica
http://www.vocabularyserver.com/tbci/?tema=1479,,divulgación científica,ns1:1479,ns1:1479
http://www.vocabularyserver.com/tbci/?tema=275,,ns1:275,ns1:275,doação e permuta
http://www.vocabularyserver.com/tbci/?tema=1484,,ns1:1484,   gifts and exchanges,ns1:1484
http://www.vocabularyserver.com/tbci/?tema=1485,,"  canje (UP intercambio de publicaciones), donación",ns1:1485,ns1:1485
http://www.vocabularyserver.com/tbci/?tema=1488,,ns1:1488,ns1:1488,documentação das TICs
http://www.vocabularyserver.com/tbci/?tema=1489,,ns1:1489,"   documentation (SN Of software, hardware, and systems)",ns1:1489
http://www.vocabularyserver.com/tbci/?tema=3125,7.,ns1:3125,ns1:3125,Documento e Informação como Componente
http://www.vocabularyserver.com/tbci/?tema=901,,ns1:901,ns1:901,documentos audiovisuais
http://www.vocabularyserver.com/tbci/?tema=1491,,ns1:1491,"   nonprint media (UF audiovisual materials, media materials)",ns1:1491
http://www.vocabularyserver.com/tbci/?tema=1492,,"  materiales audiovisuals (UP audiovisuals, materiales no-impresos)",ns1:1492,ns1:1492
http://www.vocabularyserver.com/tbci/?tema=886,,ns1:886,ns1:886,documentos censurados
http://www.vocabularyserver.com/tbci/?tema=1502,,ns1:1502,   banned materials (UF censored materials),ns1:1502
http://www.vocabularyserver.com/tbci/?tema=1505,,ns1:1505,ns1:1505,documentos de domínio público
http://www.vocabularyserver.com/tbci/?tema=1506,,ns1:1506,   public domain,ns1:1506
http://www.vocabularyserver.com/tbci/?tema=1508,,ns1:1508,ns1:1508,documentos efêmeros
http://www.vocabularyserver.com/tbci/?tema=1510,,documentos efímeros,ns1:1510,ns1:1510
http://www.vocabularyserver.com/tbci/?tema=1509,,ns1:1509,ephemera,ns1:1509
http://www.vocabularyserver.com/tbci/?tema=719,,ns1:719,ns1:719,documentos eletrônicos
http://www.vocabularyserver.com/tbci/?tema=1513,,ns1:1513,electronic documents (UF digital documents),ns1:1513
http://www.vocabularyserver.com/tbci/?tema=1499,,ns1:1499,ns1:1499,documentos iconográficos
http://www.vocabularyserver.com/tbci/?tema=1516,,ns1:1516,"visual materials (UF visual information, visual representation)",ns1:1516
http://www.vocabularyserver.com/tbci/?tema=834,,ns1:834,ns1:834,documentos não-catalogados
http://www.vocabularyserver.com/tbci/?tema=1519,,ns1:1519,backlogs,ns1:1519
http://www.vocabularyserver.com/tbci/?tema=1065,,ns1:1065,ns1:1065,"documentos por conteúdo, disponibilidade e acesso"
http://www.vocabularyserver.com/tbci/?tema=1522,,ns1:1522,"  documents by availability, access, organization",ns1:1522
http://www.vocabularyserver.com/tbci/?tema=521,,ns1:521,ns1:521,documentos por estrutura
http://www.vocabularyserver.com/tbci/?tema=1528,,ns1:1528,"  documents by information content, purpose",ns1:1528
http://www.vocabularyserver.com/tbci/?tema=363,,ns1:363,ns1:363,"documentos por meio, forma física"
http://www.vocabularyserver.com/tbci/?tema=1541,,ns1:1541,"  documents by medium, physical form",ns1:1541
http://www.vocabularyserver.com/tbci/?tema=1532,,ns1:1532,ns1:1532,documentos primários
http://www.vocabularyserver.com/tbci/?tema=1543,," fuentes primarias (UP documentos primários, publicaciones primarias)",ns1:1543,ns1:1543
http://www.vocabularyserver.com/tbci/?tema=1533,,ns1:1533,ns1:1533,documentos secundários
http://www.vocabularyserver.com/tbci/?tema=1548,," fuentes secundarias (UP documentos secundários, publicaciones secundar",ns1:1548,ns1:1548
http://www.vocabularyserver.com/tbci/?tema=1555,,ns1:1555,ns1:1555,domínio público
